source,interaction,target,weight
R-HSA-9709275,abstraction:IsAComponentOf,R-HSA-9701190,0
R-HSA-9709570,abstraction:IsAComponentOf,R-HSA-9701190,0
R-HSA-3359478,abstraction:IsAComponentOf,R-HSA-9759785,0
R-HSA-5693579,abstraction:IsAComponentOf,R-HSA-5685942,0.8215060408823982
R-HSA-5693537,abstraction:IsAComponentOf,R-HSA-5685942,0.8634064837183508
R-HSA-9678108,abstraction:IsAComponentOf,R-HSA-9679506,0.6674317724493402
R-HSA-9694516,abstraction:IsAComponentOf,R-HSA-9679506,0.6811595168707232
R-HSA-9679191,abstraction:IsAComponentOf,R-HSA-9679506,0
R-HSA-936440,abstraction:IsAComponentOf,R-HSA-168928,0
R-HSA-933542,abstraction:IsAComponentOf,R-HSA-168928,0
R-HSA-933543,abstraction:IsAComponentOf,R-HSA-168928,0
R-HSA-918233,abstraction:IsAComponentOf,R-HSA-168928,0
R-HSA-933541,abstraction:IsAComponentOf,R-HSA-168928,0
R-HSA-69239,abstraction:IsAComponentOf,R-HSA-69242,0.6470645071263275
R-HSA-69656,abstraction:IsAComponentOf,R-HSA-69242,0.528802297653616
R-HSA-75815,abstraction:IsAComponentOf,R-HSA-69242,0
R-HSA-2468052,abstraction:IsAComponentOf,R-HSA-69242,0
R-HSA-1482839,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483196,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483076,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482798,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483226,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483148,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483213,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483191,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482925,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482883,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482801,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483152,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483101,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483166,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483171,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482788,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1483115,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-1482922,abstraction:IsAComponentOf,R-HSA-1483206,0
R-HSA-9635486,abstraction:IsAComponentOf,R-HSA-9824439,0.5762151117374973
R-HSA-9640148,abstraction:IsAComponentOf,R-HSA-9824439,0.5415177321756508
R-HSA-5339562,abstraction:IsAComponentOf,R-HSA-9824439,0.551824713063594
R-HSA-8876384,abstraction:IsAComponentOf,R-HSA-9824439,0.46487019056573203
R-HSA-9759785,abstraction:IsAComponentOf,R-HSA-9759774,0.36156298389055386
R-HSA-176407,abstraction:IsAComponentOf,R-HSA-174143,0
R-HSA-176814,abstraction:IsAComponentOf,R-HSA-174143,0.9151668689627299
R-HSA-176408,abstraction:IsAComponentOf,R-HSA-174143,0.8715195740923902
R-HSA-174178,abstraction:IsAComponentOf,R-HSA-174143,0
R-HSA-174084,abstraction:IsAComponentOf,R-HSA-174143,0
R-HSA-167172,abstraction:IsAComponentOf,R-HSA-162599,0.8734695792540064
R-HSA-175474,abstraction:IsAComponentOf,R-HSA-162599,0.7649104178658552
R-HSA-165054,abstraction:IsAComponentOf,R-HSA-162599,0
R-HSA-162588,abstraction:IsAComponentOf,R-HSA-162599,0
R-HSA-209560,abstraction:IsAComponentOf,R-HSA-193639,0
R-HSA-209543,abstraction:IsAComponentOf,R-HSA-193639,0
R-HSA-9702998,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702569,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702620,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702577,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702636,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702614,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702624,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702590,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702596,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702600,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702605,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702581,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9702632,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9703009,abstraction:IsAComponentOf,R-HSA-9702506,0
R-HSA-9856530,abstraction:IsAComponentOf,R-HSA-9860931,0
R-HSA-9860927,abstraction:IsAComponentOf,R-HSA-9860931,0
R-HSA-5610785,abstraction:IsAComponentOf,R-HSA-5610787,0
R-HSA-5610783,abstraction:IsAComponentOf,R-HSA-5610787,0
R-HSA-5610780,abstraction:IsAComponentOf,R-HSA-5610787,0
R-HSA-194002,abstraction:IsAComponentOf,R-HSA-196071,0
R-HSA-193144,abstraction:IsAComponentOf,R-HSA-196071,0
R-HSA-196108,abstraction:IsAComponentOf,R-HSA-196071,0
R-HSA-193048,abstraction:IsAComponentOf,R-HSA-196071,0
R-HSA-193993,abstraction:IsAComponentOf,R-HSA-196071,0
R-HSA-5693565,abstraction:IsAComponentOf,R-HSA-5693606,0
R-HSA-5693548,abstraction:IsAComponentOf,R-HSA-5693606,0
R-HSA-9636667,abstraction:IsAComponentOf,R-HSA-9637690,0
R-HSA-9635644,abstraction:IsAComponentOf,R-HSA-9637690,0
R-HSA-9636569,abstraction:IsAComponentOf,R-HSA-9637690,0
R-HSA-9637687,abstraction:IsAComponentOf,R-HSA-9637690,0.7952970923817756
R-HSA-9635465,abstraction:IsAComponentOf,R-HSA-9637690,0
R-HSA-449147,abstraction:IsAComponentOf,R-HSA-1280215,0.6491154869106195
R-HSA-9680350,abstraction:IsAComponentOf,R-HSA-1280215,0
R-HSA-5668541,abstraction:IsAComponentOf,R-HSA-1280215,0.4873422308423566
R-HSA-913531,abstraction:IsAComponentOf,R-HSA-1280215,0.5498602052082892
R-HSA-1170546,abstraction:IsAComponentOf,R-HSA-1280215,0
R-HSA-9674555,abstraction:IsAComponentOf,R-HSA-1280215,0.4415339028834799
R-HSA-9607240,abstraction:IsAComponentOf,R-HSA-1280215,0.4873422308423566
R-HSA-982772,abstraction:IsAComponentOf,R-HSA-1280215,0
R-HSA-437239,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-445144,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-447041,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-447038,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-445095,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-447043,abstraction:IsAComponentOf,R-HSA-373760,0
R-HSA-1655829,abstraction:IsAComponentOf,R-HSA-8957322,0.4833417954084314
R-HSA-196791,abstraction:IsAComponentOf,R-HSA-8957322,0
R-HSA-191273,abstraction:IsAComponentOf,R-HSA-8957322,0.51055982900164
R-HSA-196071,abstraction:IsAComponentOf,R-HSA-8957322,0.5516230112129087
R-HSA-194068,abstraction:IsAComponentOf,R-HSA-8957322,0.5516230112129087
R-HSA-174490,abstraction:IsAComponentOf,R-HSA-174495,0
R-HSA-5684045,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5683371,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5679001,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5683329,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5690338,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5678420,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5682113,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5678895,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5679096,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5683678,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5683177,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5678520,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5682294,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5679090,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-5678771,abstraction:IsAComponentOf,R-HSA-5619084,0
R-HSA-9857377,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9825892,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9824594,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9854907,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9926550,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9854909,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9825895,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-9824585,abstraction:IsAComponentOf,R-HSA-9856651,0
R-HSA-2173791,abstraction:IsAComponentOf,R-HSA-170834,0
R-HSA-2173789,abstraction:IsAComponentOf,R-HSA-170834,0.7338146387689614
R-HSA-2173793,abstraction:IsAComponentOf,R-HSA-170834,0.7717513884483569
R-HSA-9911233,abstraction:IsAComponentOf,R-HSA-1912408,0
R-HSA-8866427,abstraction:IsAComponentOf,R-HSA-8964043,0
R-HSA-8964038,abstraction:IsAComponentOf,R-HSA-8964043,0
R-HSA-8964011,abstraction:IsAComponentOf,R-HSA-8964043,0
R-HSA-8964046,abstraction:IsAComponentOf,R-HSA-8964043,0
R-HSA-8964026,abstraction:IsAComponentOf,R-HSA-8964043,0
R-HSA-5638303,abstraction:IsAComponentOf,R-HSA-5638302,0
R-HSA-5576892,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5576890,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5576893,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5576886,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5578775,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5576894,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-5578768,abstraction:IsAComponentOf,R-HSA-5576891,0
R-HSA-9942503,abstraction:IsAComponentOf,R-HSA-9945266,0
R-HSA-975155,abstraction:IsAComponentOf,R-HSA-168138,0.7998252690660037
R-HSA-9860276,abstraction:IsAComponentOf,R-HSA-168138,0
R-HSA-5619087,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619092,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619043,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619061,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619060,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619089,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619088,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619062,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5659735,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-9036092,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619083,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619053,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619050,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619058,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619039,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619081,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619072,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619085,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5660883,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619114,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619037,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619077,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619042,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619110,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619035,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619044,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619068,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5660686,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619111,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619070,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619108,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619098,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619073,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619045,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619094,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619046,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619076,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5663020,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619041,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619049,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619048,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5660724,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619101,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619036,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619071,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5660862,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5655799,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619096,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-3560792,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619040,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5658471,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619063,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5656364,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619047,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619056,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619097,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619104,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619054,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619052,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619067,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619109,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619078,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619066,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619095,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619055,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5658208,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619099,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619107,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-5619113,abstraction:IsAComponentOf,R-HSA-5619102,0
R-HSA-917977,abstraction:IsAComponentOf,R-HSA-917937,0
R-HSA-5654716,abstraction:IsAComponentOf,R-HSA-5654743,0.6800001120037079
R-HSA-190322,abstraction:IsAComponentOf,R-HSA-5654743,0.6111677290469323
R-HSA-5654733,abstraction:IsAComponentOf,R-HSA-5654743,0.6111677290469323
R-HSA-166058,abstraction:IsAComponentOf,R-HSA-168179,0.9680806380819365
R-HSA-9645722,abstraction:IsAComponentOf,R-HSA-9734009,0
R-HSA-9723907,abstraction:IsAComponentOf,R-HSA-9734009,0.805013385467836
R-HSA-8863678,abstraction:IsAComponentOf,R-HSA-9734009,0.805013385467836
R-HSA-8866910,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8866911,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8869496,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8866907,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8866906,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8866904,abstraction:IsAComponentOf,R-HSA-8864260,0
R-HSA-8866654,abstraction:IsAComponentOf,R-HSA-8852135,0
R-HSA-8866652,abstraction:IsAComponentOf,R-HSA-8852135,0
R-HSA-6811558,abstraction:IsAComponentOf,R-HSA-199418,0
R-HSA-8852405,abstraction:IsAComponentOf,R-HSA-9006934,0
R-HSA-194138,abstraction:IsAComponentOf,R-HSA-9006934,0.42336513344135573
R-HSA-6806834,abstraction:IsAComponentOf,R-HSA-9006934,0.4583403931558049
R-HSA-1227986,abstraction:IsAComponentOf,R-HSA-9006934,0.4485925073137768
R-HSA-1236394,abstraction:IsAComponentOf,R-HSA-9006934,0.40527464569356314
R-HSA-190236,abstraction:IsAComponentOf,R-HSA-9006934,0.5405688098962884
R-HSA-166520,abstraction:IsAComponentOf,R-HSA-9006934,0.535128746990867
R-HSA-1433557,abstraction:IsAComponentOf,R-HSA-9006934,0.3536132965063347
R-HSA-177929,abstraction:IsAComponentOf,R-HSA-9006934,0.4150346589258282
R-HSA-186797,abstraction:IsAComponentOf,R-HSA-9006934,0.3536132965063347
R-HSA-201556,abstraction:IsAComponentOf,R-HSA-9006934,0.37768554613927025
R-HSA-2404192,abstraction:IsAComponentOf,R-HSA-9006934,0.44314611260124215
R-HSA-9842663,abstraction:IsAComponentOf,R-HSA-9006934,0
R-HSA-74752,abstraction:IsAComponentOf,R-HSA-9006934,0.4485925073137768
R-HSA-174403,abstraction:IsAComponentOf,R-HSA-156590,0
R-HSA-111458,abstraction:IsAComponentOf,R-HSA-111461,0.7931398960313544
R-HSA-111459,abstraction:IsAComponentOf,R-HSA-111461,0
R-HSA-2534343,abstraction:IsAComponentOf,R-HSA-1187000,0
R-HSA-1300645,abstraction:IsAComponentOf,R-HSA-1187000,0
R-HSA-1300642,abstraction:IsAComponentOf,R-HSA-1187000,0
R-HSA-9608287,abstraction:IsAComponentOf,R-HSA-9605310,0
R-HSA-9608290,abstraction:IsAComponentOf,R-HSA-9605310,0
R-HSA-9660826,abstraction:IsAComponentOf,R-HSA-9664424,0
R-HSA-9013419,abstraction:IsAComponentOf,R-HSA-9715370,0
R-HSA-9013425,abstraction:IsAComponentOf,R-HSA-9715370,0
R-HSA-1168372,abstraction:IsAComponentOf,R-HSA-983705,0.6510753647500063
R-HSA-5690714,abstraction:IsAComponentOf,R-HSA-983705,0
R-HSA-983695,abstraction:IsAComponentOf,R-HSA-983705,0
R-HSA-3656535,abstraction:IsAComponentOf,R-HSA-3656534,0
R-HSA-3656532,abstraction:IsAComponentOf,R-HSA-3656534,0
R-HSA-111465,abstraction:IsAComponentOf,R-HSA-75153,0.6754134838962921
R-HSA-140342,abstraction:IsAComponentOf,R-HSA-75153,0
R-HSA-211736,abstraction:IsAComponentOf,R-HSA-75153,0
R-HSA-428930,abstraction:IsAComponentOf,R-HSA-392518,0
R-HSA-392170,abstraction:IsAComponentOf,R-HSA-392518,0
R-HSA-418592,abstraction:IsAComponentOf,R-HSA-392518,0
R-HSA-2660826,abstraction:IsAComponentOf,R-HSA-2660825,0
R-HSA-5654719,abstraction:IsAComponentOf,R-HSA-5654716,0
R-HSA-5654712,abstraction:IsAComponentOf,R-HSA-5654716,0
R-HSA-5654228,abstraction:IsAComponentOf,R-HSA-5654716,0
R-HSA-5654720,abstraction:IsAComponentOf,R-HSA-5654716,0
R-HSA-9734091,abstraction:IsAComponentOf,R-HSA-6807004,0
R-HSA-2395516,abstraction:IsAComponentOf,R-HSA-1362409,0
R-HSA-3248023,abstraction:IsAComponentOf,R-HSA-3134975,0
R-HSA-159854,abstraction:IsAComponentOf,R-HSA-163841,0.5626368725787632
R-HSA-204626,abstraction:IsAComponentOf,R-HSA-163841,0
R-HSA-5358493,abstraction:IsAComponentOf,R-HSA-163841,0
R-HSA-1663150,abstraction:IsAComponentOf,R-HSA-163841,0
R-HSA-9629569,abstraction:IsAComponentOf,R-HSA-163841,0
R-HSA-2243919,abstraction:IsAComponentOf,R-HSA-2022090,0
R-HSA-2214320,abstraction:IsAComponentOf,R-HSA-2022090,0
R-HSA-9022707,abstraction:IsAComponentOf,R-HSA-8986944,0
R-HSA-9022927,abstraction:IsAComponentOf,R-HSA-8986944,0
R-HSA-9022692,abstraction:IsAComponentOf,R-HSA-8986944,0
R-HSA-9022699,abstraction:IsAComponentOf,R-HSA-8986944,0
R-HSA-9022702,abstraction:IsAComponentOf,R-HSA-8986944,0
R-HSA-804914,abstraction:IsAComponentOf,R-HSA-425397,0
R-HSA-83936,abstraction:IsAComponentOf,R-HSA-425397,0
R-HSA-727802,abstraction:IsAComponentOf,R-HSA-425397,0
R-HSA-6811434,abstraction:IsAComponentOf,R-HSA-8856688,0
R-HSA-6811436,abstraction:IsAComponentOf,R-HSA-8856688,0
R-HSA-2219530,abstraction:IsAComponentOf,R-HSA-2219528,0
R-HSA-5674400,abstraction:IsAComponentOf,R-HSA-2219528,0
R-HSA-5674404,abstraction:IsAComponentOf,R-HSA-2219528,0
R-HSA-190375,abstraction:IsAComponentOf,R-HSA-190241,0
R-HSA-190377,abstraction:IsAComponentOf,R-HSA-190241,0
R-HSA-166058,abstraction:IsAComponentOf,R-HSA-168188,0.9680806380819365
R-HSA-9726842,abstraction:IsAComponentOf,R-HSA-9660537,0
R-HSA-9726840,abstraction:IsAComponentOf,R-HSA-9660537,0
R-HSA-983189,abstraction:IsAComponentOf,R-HSA-983231,0
R-HSA-5358508,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-73884,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-73942,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-5696398,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-6783310,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-5693532,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-73893,abstraction:IsAComponentOf,R-HSA-73894,0
R-HSA-112040,abstraction:IsAComponentOf,R-HSA-111885,0.9650734474404649
R-HSA-202040,abstraction:IsAComponentOf,R-HSA-111885,0
R-HSA-180024,abstraction:IsAComponentOf,R-HSA-111885,0
R-HSA-75892,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-75205,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-202733,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-983231,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-140877,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-76002,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-418346,abstraction:IsAComponentOf,R-HSA-109582,0
R-HSA-5655253,abstraction:IsAComponentOf,R-HSA-1226099,0.4967725135542001
R-HSA-5655302,abstraction:IsAComponentOf,R-HSA-1226099,0.4967725135542001
R-HSA-5655291,abstraction:IsAComponentOf,R-HSA-1226099,0.43502405322931526
R-HSA-5655332,abstraction:IsAComponentOf,R-HSA-1226099,0.48718476416348083
R-HSA-69166,abstraction:IsAComponentOf,R-HSA-69183,0
R-HSA-1606341,abstraction:IsAComponentOf,R-HSA-1606322,0
R-HSA-1810476,abstraction:IsAComponentOf,R-HSA-1606322,0
R-HSA-975577,abstraction:IsAComponentOf,R-HSA-975576,0
R-HSA-975574,abstraction:IsAComponentOf,R-HSA-975576,0
R-HSA-975578,abstraction:IsAComponentOf,R-HSA-975576,0
R-HSA-68867,abstraction:IsAComponentOf,R-HSA-69002,0.7320437994585444
R-HSA-68962,abstraction:IsAComponentOf,R-HSA-69002,0
R-HSA-450294,abstraction:IsAComponentOf,R-HSA-166058,0.9436596660790745
R-HSA-937039,abstraction:IsAComponentOf,R-HSA-166058,0
R-HSA-445989,abstraction:IsAComponentOf,R-HSA-166058,0.7964247280278222
R-HSA-937042,abstraction:IsAComponentOf,R-HSA-166058,0
R-HSA-2129379,abstraction:IsAComponentOf,R-HSA-1566948,0
R-HSA-140179,abstraction:IsAComponentOf,R-HSA-211945,0.7246429434142185
R-HSA-140180,abstraction:IsAComponentOf,R-HSA-211945,0
R-HSA-8937144,abstraction:IsAComponentOf,R-HSA-211945,0
R-HSA-71384,abstraction:IsAComponentOf,R-HSA-211945,0
R-HSA-217271,abstraction:IsAComponentOf,R-HSA-211945,0
R-HSA-211897,abstraction:IsAComponentOf,R-HSA-211945,0.8249845107886855
R-HSA-6798695,abstraction:IsAComponentOf,R-HSA-168249,0
R-HSA-2172127,abstraction:IsAComponentOf,R-HSA-168249,0.4625693031909517
R-HSA-879415,abstraction:IsAComponentOf,R-HSA-168249,0
R-HSA-1222556,abstraction:IsAComponentOf,R-HSA-168249,0.4625693031909517
R-HSA-166658,abstraction:IsAComponentOf,R-HSA-168249,0.5760146446039313
R-HSA-2029480,abstraction:IsAComponentOf,R-HSA-168249,0.5130961119665727
R-HSA-168643,abstraction:IsAComponentOf,R-HSA-168249,0.5510744865539591
R-HSA-6803157,abstraction:IsAComponentOf,R-HSA-168249,0.5405503526685682
R-HSA-9686114,abstraction:IsAComponentOf,R-HSA-168249,0.5282044059234892
R-HSA-168898,abstraction:IsAComponentOf,R-HSA-168249,0.7021509565290881
R-HSA-2454202,abstraction:IsAComponentOf,R-HSA-168249,0.5282044059234892
R-HSA-1834949,abstraction:IsAComponentOf,R-HSA-168249,0.582869281661945
R-HSA-9645460,abstraction:IsAComponentOf,R-HSA-168249,0
R-HSA-168928,abstraction:IsAComponentOf,R-HSA-168249,0.5405503526685682
R-HSA-5621481,abstraction:IsAComponentOf,R-HSA-168249,0.5510744865539591
R-HSA-69190,abstraction:IsAComponentOf,R-HSA-69239,0.8841717965204465
R-HSA-69052,abstraction:IsAComponentOf,R-HSA-69239,0.8082929423436086
R-HSA-68952,abstraction:IsAComponentOf,R-HSA-69239,0
R-HSA-1295596,abstraction:IsAComponentOf,R-HSA-5654733,0
R-HSA-964827,abstraction:IsAComponentOf,R-HSA-964739,0
R-HSA-111997,abstraction:IsAComponentOf,R-HSA-111996,0.9510799826418669
R-HSA-111995,abstraction:IsAComponentOf,R-HSA-111996,0
R-HSA-187024,abstraction:IsAComponentOf,R-HSA-187015,0
R-HSA-187042,abstraction:IsAComponentOf,R-HSA-187015,0
R-HSA-173599,abstraction:IsAComponentOf,R-HSA-156588,0
R-HSA-9732724,abstraction:IsAComponentOf,R-HSA-877300,0
R-HSA-877312,abstraction:IsAComponentOf,R-HSA-877300,0
R-HSA-5660489,abstraction:IsAComponentOf,R-HSA-5660526,0
R-HSA-5661231,abstraction:IsAComponentOf,R-HSA-5660526,0
R-HSA-73780,abstraction:IsAComponentOf,R-HSA-74158,0
R-HSA-73980,abstraction:IsAComponentOf,R-HSA-74158,0
R-HSA-76046,abstraction:IsAComponentOf,R-HSA-74158,0.46883383774277937
R-HSA-749476,abstraction:IsAComponentOf,R-HSA-74158,0
R-HSA-388396,abstraction:IsAComponentOf,R-HSA-372790,0.4588810062692862
R-HSA-500792,abstraction:IsAComponentOf,R-HSA-372790,0.4570321689724299
R-HSA-9694631,abstraction:IsAComponentOf,R-HSA-9694635,0
R-HSA-9694719,abstraction:IsAComponentOf,R-HSA-9694635,0
R-HSA-9694493,abstraction:IsAComponentOf,R-HSA-9694635,0
R-HSA-9694594,abstraction:IsAComponentOf,R-HSA-9694635,0
